epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,39.3042,2.1113,1.82581,2.16877,1.79764,0.00487,0.05221,0.0005,0.00019,0,0,0,0,nan,nan,nan,nan,0.0702564,0.00330484,0.00330484
2,77.8736,2.13105,1.5992,1.97356,1.81583,0.21153,0.249,0.15573,0.05886,0.06349,0.06827,0.0232,0.00469,2.51716,3.31234,8.4631,2.18399,0.0402563,0.00663811,0.00663811
3,115.124,1.89309,1.50079,1.78293,1.64466,0.31258,0.32932,0.25724,0.08488,0.23437,0.34538,0.18224,0.04229,2.33924,1.68162,3.95931,1.68619,0.010256,0.00997112,0.00997112
4,135.876,1.71118,1.42935,1.61427,1.52654,0.17665,0.06024,0.03657,0.01305,0.06103,0.05221,0.01433,0.00409,3.31778,2.91642,4.29491,4.03227,0.00999912,0.00999912,0.00999912
5,168.754,1.57787,1.37793,1.48267,1.44822,0.55705,0.53815,0.49256,0.22104,0.54325,0.48594,0.42187,0.11019,1.82799,1.48426,2.1784,1.39054,0.00999844,0.00999844,0.00999844
6,206.998,1.51332,1.35659,1.44,1.41852,0.58764,0.51807,0.49148,0.27116,0.46993,0.41365,0.32414,0.0835,1.68234,1.5348,1.66886,1.37583,0.00999756,0.00999756,0.00999756
7,244.888,1.41222,1.32069,1.3429,1.35727,0.69109,0.61847,0.58471,0.27617,0.67428,0.61522,0.49936,0.15576,1.87999,1.36401,1.61361,1.34792,0.00999648,0.00999648,0.00999648
8,282.522,1.41833,1.33124,1.33506,1.35949,0.70611,0.57831,0.603,0.35724,0.57762,0.48594,0.41598,0.12586,1.54336,1.39757,1.40104,1.20461,0.00999521,0.00999521,0.00999521
9,320.264,1.36448,1.30738,1.29513,1.3336,0.60517,0.60325,0.57169,0.31278,0.52625,0.54618,0.44499,0.14593,1.76162,1.37057,1.36768,1.26532,0.00999375,0.00999375,0.00999375
10,357.173,1.3492,1.30287,1.26612,1.31838,0.73085,0.59438,0.63429,0.35105,0.66836,0.55847,0.51763,0.16625,1.67084,1.33938,1.41152,1.25705,0.00999209,0.00999209,0.00999209
11,393.978,1.28067,1.25788,1.22569,1.28883,0.67875,0.61847,0.61144,0.36147,0.63848,0.59036,0.51442,0.16261,1.56476,1.22584,1.52617,1.21069,0.00999023,0.00999023,0.00999023
12,431.063,1.24751,1.27514,1.20347,1.28057,0.77089,0.62159,0.65313,0.403,0.74599,0.59839,0.58227,0.18863,1.55132,1.25616,1.38564,1.23539,0.00998818,0.00998818,0.00998818
13,467.573,1.24319,1.26222,1.17166,1.26857,0.78204,0.66667,0.666,0.41447,0.70862,0.59036,0.52966,0.17481,1.43936,1.34604,1.23697,1.16524,0.00998594,0.00998594,0.00998594
14,504.799,1.19826,1.25503,1.1518,1.24333,0.78621,0.67068,0.68569,0.4312,0.73529,0.61354,0.56912,0.1772,1.37854,1.21724,1.31416,1.10939,0.0099835,0.0099835,0.0099835
15,542.492,1.1986,1.23162,1.13526,1.24688,0.7345,0.68675,0.67964,0.43528,0.70522,0.60643,0.5789,0.18893,1.30964,1.22863,1.2415,1.08689,0.00998086,0.00998086,0.00998086
16,580.623,1.16719,1.24408,1.10303,1.2334,0.7932,0.62651,0.65993,0.41488,0.76624,0.59241,0.55618,0.18676,1.4343,1.29607,1.34832,1.13921,0.00997803,0.00997803,0.00997803
17,618.336,1.15841,1.24192,1.08116,1.2103,0.755,0.67871,0.65428,0.407,0.69651,0.60832,0.51742,0.16898,1.35724,1.27961,1.25124,1.16551,0.00997501,0.00997501,0.00997501
18,655.877,1.14056,1.23772,1.08648,1.22385,0.8059,0.63364,0.66068,0.37906,0.78532,0.61702,0.60008,0.20812,1.56221,1.263,1.36152,1.19941,0.00997179,0.00997179,0.00997179
19,693.453,1.11598,1.21854,1.06344,1.20944,0.81927,0.68675,0.72281,0.45779,0.72465,0.58233,0.54384,0.17836,1.35694,1.25884,1.18196,1.08717,0.00996838,0.00996838,0.00996838
20,731.25,1.12719,1.22206,1.063,1.21662,0.56399,0.5502,0.42309,0.23609,0.42086,0.40964,0.24147,0.07182,1.7219,2.05191,1.83675,1.34803,0.00996477,0.00996477,0.00996477
21,768.784,1.12459,1.22122,1.05157,1.2155,0.77104,0.71084,0.7243,0.47079,0.73066,0.64257,0.61465,0.20451,1.33985,1.22981,1.20309,1.07369,0.00996097,0.00996097,0.00996097
22,806.507,1.10835,1.22198,1.03787,1.20577,0.84637,0.63454,0.72167,0.44814,0.83059,0.62249,0.67652,0.22455,1.38129,1.18642,1.14929,1.11263,0.00995697,0.00995697,0.00995697
23,844.179,1.11086,1.20691,1.03308,1.20959,0.79745,0.67991,0.70127,0.44955,0.72049,0.62249,0.58563,0.17156,1.43846,1.35416,1.25161,1.12237,0.00995278,0.00995278,0.00995278
