epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,55.29,2.18228,1.86393,2.46616,2.1199,0.00133,0.04016,0.0004,0.00012,0,0,0,0,4.59194,42.3197,10.0825,26.1751,0.0702564,0.00330484,0.00330484
2,110.61,2.20156,1.64515,2.24941,2.1555,0.24259,0.27309,0.16076,0.04292,0.1773,0.18876,0.06631,0.01057,2.81793,2.37003,4.85604,2.44431,0.0402563,0.00663811,0.00663811
3,165.611,1.99404,1.53196,2.08496,1.98321,0.12177,0.27711,0.09015,0.0243,0.11539,0.27711,0.06285,0.01307,3.13916,1.72146,22.4237,3.12283,0.010256,0.00997112,0.00997112
4,218.702,1.88984,1.49212,1.99739,1.91833,0.28988,0.30924,0.22142,0.07658,0.26047,0.19679,0.12182,0.02599,2.52156,2.40065,2.53534,2.29739,0.00999912,0.00999912,0.00999912
5,272.82,1.7824,1.44489,1.85833,1.82607,0.53453,0.53498,0.4927,0.214,0.46915,0.45783,0.37398,0.11501,1.99184,1.51638,1.91963,1.73579,0.00999844,0.00999844,0.00999844
6,327.405,1.71728,1.41426,1.7505,1.75837,0.54615,0.50602,0.45238,0.18332,0.42205,0.36145,0.25745,0.05987,1.98856,1.71164,2.02212,1.7543,0.00999756,0.00999756,0.00999756
7,380.077,1.61316,1.36261,1.64613,1.67981,0.67484,0.49398,0.54064,0.2443,0.5774,0.42972,0.40481,0.11214,1.96015,1.33011,1.77431,1.79235,0.00999648,0.00999648,0.00999648
8,434.112,1.56893,1.37101,1.5909,1.65067,0.56115,0.58233,0.55403,0.2491,0.51095,0.5287,0.4387,0.12923,1.94425,1.31016,1.74396,1.74987,0.00999521,0.00999521,0.00999521
9,487.982,1.48529,1.36211,1.48303,1.5833,0.70403,0.59036,0.62213,0.29301,0.40733,0.35341,0.23159,0.05241,1.96,1.55535,1.64132,1.69028,0.00999375,0.00999375,0.00999375
10,541.392,1.47673,1.32667,1.46809,1.56873,0.6279,0.55422,0.52074,0.21848,0.55576,0.49398,0.37285,0.09348,2.08031,1.38476,1.84491,1.81745,0.00999209,0.00999209,0.00999209
11,594.409,1.43141,1.30506,1.44591,1.54601,0.69873,0.56627,0.57781,0.29312,0.61479,0.52209,0.45273,0.12483,1.82594,1.31932,1.58814,1.57831,0.00999023,0.00999023,0.00999023
12,648.101,1.38493,1.31537,1.40229,1.52006,0.59764,0.67871,0.55871,0.30255,0.52344,0.5743,0.40516,0.12116,1.78941,1.29749,1.65386,1.57805,0.00998818,0.00998818,0.00998818
13,702.023,1.37911,1.30129,1.3681,1.50551,0.76179,0.60241,0.63931,0.31261,0.6571,0.49398,0.46385,0.15143,1.83277,1.28762,1.58056,1.5476,0.00998594,0.00998594,0.00998594
14,754.908,1.3157,1.28757,1.32653,1.47599,0.71982,0.69478,0.63254,0.38603,0.61606,0.59036,0.45741,0.13557,1.54821,1.30848,1.45613,1.48538,0.0099835,0.0099835,0.0099835
15,807.295,1.27973,1.28019,1.28696,1.44981,0.77752,0.69076,0.68548,0.38297,0.6801,0.58635,0.51496,0.15432,1.62968,1.31539,1.3826,1.45039,0.00998086,0.00998086,0.00998086
16,861.969,1.26238,1.29509,1.24114,1.44323,0.77343,0.68549,0.68336,0.41395,0.67636,0.60429,0.51419,0.15642,1.44141,1.21339,1.37171,1.37444,0.00997803,0.00997803,0.00997803
17,915.274,1.25013,1.27417,1.22704,1.41311,0.67349,0.71084,0.64325,0.39123,0.60201,0.58319,0.44985,0.13774,1.47704,1.28393,1.34572,1.37431,0.00997501,0.00997501,0.00997501
18,968.429,1.23085,1.26893,1.22449,1.41855,0.82316,0.67299,0.69255,0.39745,0.75919,0.6204,0.57718,0.17485,1.62719,1.23402,1.2971,1.38081,0.00997179,0.00997179,0.00997179
19,1022.12,1.17548,1.25436,1.18606,1.38714,0.79723,0.71084,0.70531,0.46479,0.6899,0.59438,0.52606,0.15913,1.37351,1.27112,1.25396,1.30196,0.00996838,0.00996838,0.00996838
20,1075.96,1.18576,1.26247,1.16669,1.39181,0.74819,0.64257,0.63235,0.35383,0.6215,0.52209,0.43228,0.12257,1.75029,1.65489,1.50806,1.54216,0.00996477,0.00996477,0.00996477
21,1129.39,1.17628,1.26018,1.15598,1.37872,0.78643,0.68025,0.68313,0.4259,0.6845,0.58379,0.50798,0.17238,1.44647,1.29253,1.27623,1.27136,0.00996097,0.00996097,0.00996097
22,1181.91,1.13884,1.25703,1.14771,1.37161,0.79941,0.70281,0.71024,0.47256,0.68201,0.60241,0.53681,0.16375,1.28223,1.23865,1.24135,1.24932,0.00995697,0.00995697,0.00995697
23,1235.62,1.15933,1.25034,1.15348,1.38084,0.77327,0.70281,0.68547,0.44168,0.66653,0.61446,0.51519,0.1597,1.3446,1.21623,1.31374,1.27088,0.00995278,0.00995278,0.00995278
24,1289.29,1.13955,1.2397,1.12831,1.36286,0.80298,0.72018,0.7042,0.46909,0.69999,0.62781,0.56278,0.17118,1.30735,1.22024,1.21904,1.26605,0.0099484,0.0099484,0.0099484
25,1343.1,1.13133,1.24812,1.11928,1.34863,0.821,0.70281,0.70745,0.47171,0.69466,0.5939,0.51734,0.17029,1.30072,1.17598,1.21838,1.23679,0.00994383,0.00994383,0.00994383
26,1395.84,1.08759,1.22736,1.09231,1.33574,0.8403,0.69478,0.72906,0.49111,0.73075,0.60241,0.55311,0.16663,1.31622,1.24501,1.18558,1.27296,0.00993906,0.00993906,0.00993906
27,1449.93,1.07669,1.238,1.08096,1.3386,0.82537,0.7213,0.71398,0.49371,0.72059,0.63052,0.55498,0.16689,1.24299,1.20396,1.16731,1.26087,0.0099341,0.0099341,0.0099341
28,1503.72,1.0729,1.23327,1.08756,1.32565,0.82273,0.65462,0.68119,0.42081,0.76544,0.55823,0.54488,0.1768,1.45235,1.30102,1.3153,1.35937,0.00992894,0.00992894,0.00992894
29,1556.99,1.08527,1.21899,1.08323,1.34128,0.8284,0.72289,0.73497,0.48148,0.74077,0.64257,0.57186,0.17823,1.29315,1.19115,1.18771,1.22371,0.00992359,0.00992359,0.00992359
30,1610.31,1.08129,1.22537,1.08709,1.3217,0.85181,0.71888,0.74461,0.50711,0.74732,0.61763,0.57403,0.17868,1.23975,1.24091,1.11084,1.26969,0.00991805,0.00991805,0.00991805
31,1664.25,1.06584,1.2043,1.069,1.32655,0.802,0.71574,0.74046,0.48967,0.78518,0.58233,0.58235,0.18532,1.29041,1.23145,1.1949,1.25427,0.00991232,0.00991232,0.00991232
32,1718.23,1.0607,1.19581,1.05055,1.32455,0.84214,0.707,0.72644,0.50177,0.73441,0.61847,0.56743,0.17803,1.19284,1.20872,1.08549,1.22488,0.0099064,0.0099064,0.0099064
33,1770.94,1.04863,1.20816,1.06526,1.30999,0.85076,0.73092,0.73373,0.51153,0.74488,0.63052,0.57106,0.17385,1.21549,1.15876,1.12081,1.2169,0.00990028,0.00990028,0.00990028
34,1825.11,1.04833,1.20511,1.04066,1.31486,0.84719,0.71248,0.73301,0.49202,0.79477,0.63855,0.58258,0.18145,1.25882,1.17647,1.11681,1.17456,0.00989398,0.00989398,0.00989398
35,1878.76,1.0289,1.19636,1.02905,1.29896,0.86539,0.69713,0.74271,0.51472,0.76166,0.63052,0.5917,0.19698,1.21616,1.2437,1.15548,1.19719,0.00988748,0.00988748,0.00988748
36,1932.07,1.02947,1.21554,1.02215,1.30125,0.85873,0.70797,0.73919,0.50876,0.75072,0.60241,0.56848,0.18849,1.16845,1.1934,1.11081,1.23076,0.00988079,0.00988079,0.00988079
37,1984.41,1.02515,1.20738,1.01628,1.30031,0.85607,0.71663,0.74019,0.51618,0.75743,0.61446,0.57508,0.17875,1.13019,1.19432,1.06069,1.15723,0.00987391,0.00987391,0.00987391
38,2037.1,1.01136,1.20148,1.00792,1.2933,0.82929,0.71888,0.74155,0.5185,0.77855,0.62249,0.61791,0.19971,1.1562,1.2311,1.06389,1.15421,0.00986684,0.00986684,0.00986684
39,2090.69,1.03565,1.21836,1.02767,1.30927,0.88167,0.71815,0.76044,0.53461,0.79836,0.62012,0.6074,0.20349,1.16593,1.18843,1.07779,1.15648,0.00985958,0.00985958,0.00985958
40,2144.1,0.98952,1.19639,0.99553,1.27586,0.84183,0.70538,0.73513,0.50454,0.75267,0.64659,0.5867,0.17891,1.19995,1.21151,1.1062,1.18367,0.00985213,0.00985213,0.00985213
41,2197.01,0.99479,1.19526,0.99338,1.26744,0.8521,0.71726,0.76021,0.53248,0.73826,0.61044,0.58676,0.19388,1.05652,1.18478,1.11493,1.10659,0.00984449,0.00984449,0.00984449
42,2249.88,0.98036,1.19899,0.97815,1.26671,0.79781,0.75502,0.76214,0.52451,0.71311,0.64257,0.59498,0.18077,1.15264,1.24379,1.05859,1.14737,0.00983666,0.00983666,0.00983666
43,2303.79,0.99525,1.17647,0.98328,1.27063,0.84053,0.71972,0.74145,0.53171,0.73253,0.62694,0.58441,0.18826,1.14484,1.22813,1.06938,1.17014,0.00982864,0.00982864,0.00982864
44,2357.09,0.99283,1.18497,0.98052,1.2774,0.82421,0.71084,0.75535,0.53692,0.80474,0.60241,0.62552,0.19763,1.10746,1.18552,1.07525,1.15819,0.00982043,0.00982043,0.00982043
