epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.7596,1.39979,1.88473,1.88043,1.38588,0.38762,0.71888,0.65991,0.40731,0.00027,0.00803,0.00023,2e-05,1.35488,9.18148,2.54255,1.06624,0.0675593,0.000327684,0.000327684
2,77.6406,1.2422,1.29935,1.30346,1.25088,0.32366,0.37349,0.28955,0.1197,0.00073,0.04819,0.00038,5e-05,1.94585,12.5302,2.69268,1.61804,0.0345593,0.00066101,0.00066101
3,116.668,1.28048,1.31483,1.29793,1.27547,0.45158,0.40161,0.37329,0.17646,0.3372,0.29013,0.20244,0.04458,1.98686,2.59786,2.00763,1.51054,0.00155928,0.000994311,0.000994311
4,155.449,1.2877,1.30794,1.26988,1.2839,0.62021,0.55823,0.54287,0.29797,0.48424,0.43775,0.33679,0.08456,1.58882,1.86356,1.69719,1.23525,0.000999912,0.000999912,0.000999912
5,193.996,1.22433,1.26671,1.19611,1.24938,0.69912,0.6439,0.61833,0.30585,0.6325,0.56627,0.47188,0.15023,1.64225,1.36986,1.51404,1.15601,0.000999844,0.000999844,0.000999844
6,232.171,1.1784,1.26686,1.15181,1.23109,0.71797,0.59839,0.64622,0.36926,0.63894,0.52209,0.51358,0.16928,1.52546,1.30953,1.63633,1.11802,0.000999756,0.000999756,0.000999756
7,271.068,1.1418,1.23423,1.11156,1.21699,0.7612,0.69076,0.6784,0.42089,0.66808,0.61433,0.52572,0.17081,1.33774,1.32761,1.48767,1.04447,0.000999648,0.000999648,0.000999648
8,309.124,1.09815,1.2218,1.05997,1.18992,0.56641,0.6348,0.59977,0.37848,0.66927,0.51004,0.5045,0.16473,1.4173,1.3267,1.46064,1.13275,0.000999521,0.000999521,0.000999521
9,347.416,1.06774,1.19347,1.02795,1.17755,0.51576,0.36948,0.38549,0.2314,0.2289,0.2249,0.09961,0.02503,1.62826,2.73679,2.12831,1.2894,0.000999375,0.000999375,0.000999375
10,385.725,1.05497,1.21338,1.04259,1.18095,0.82804,0.63818,0.70302,0.46824,0.75719,0.62619,0.62095,0.19992,1.23187,1.22195,1.1107,0.99547,0.000999209,0.000999209,0.000999209
11,424.294,1.02948,1.18885,1.01374,1.16473,0.71379,0.62651,0.65185,0.42729,0.7249,0.56087,0.54066,0.17407,1.26036,1.26177,1.28417,1.0168,0.000999023,0.000999023,0.000999023
12,462.358,0.99528,1.18615,0.9747,1.14491,0.78017,0.69478,0.72918,0.46322,0.73868,0.60167,0.5839,0.20321,1.29922,1.25121,1.1489,1.00341,0.000998818,0.000998818,0.000998818
13,501.293,1.01822,1.16415,0.97639,1.17275,0.79266,0.63855,0.7033,0.47845,0.75219,0.57295,0.60145,0.18816,1.20581,1.2566,1.13489,0.99442,0.000998594,0.000998594,0.000998594
14,540.395,0.97433,1.16387,0.95603,1.1379,0.79427,0.67068,0.71411,0.43914,0.73131,0.60241,0.58304,0.16865,1.31884,1.33231,1.17502,1.00248,0.00099835,0.00099835,0.00099835
15,579.565,1.00073,1.15774,0.95651,1.16064,0.80341,0.70575,0.76249,0.5095,0.69563,0.63454,0.59897,0.20232,1.20936,1.34771,1.13507,0.97234,0.000998086,0.000998086,0.000998086
