rank,cmc
1,0.59375
2,0.6953125
3,0.7265625
4,0.7578125
5,0.7734375
6,0.796875
7,0.8046875
8,0.8046875
9,0.8125
10,0.8359375
11,0.8359375
12,0.8671875
13,0.8671875
14,0.875
15,0.875
16,0.875
17,0.8828125
18,0.890625
19,0.890625
20,0.890625
21,0.8984375
22,0.90625
23,0.9140625
24,0.9140625
25,0.9375
26,0.9375
27,0.9453125
28,0.953125
29,0.953125
30,0.953125
31,0.953125
32,0.9609375
33,0.9609375
34,0.9609375
35,0.9609375
36,0.96875
37,0.9765625
38,0.984375
39,0.984375
40,0.984375
41,0.984375
42,0.984375
43,0.984375
44,0.984375
45,0.984375
46,0.984375
47,0.984375
48,0.984375
49,0.984375
50,0.984375
