rank,cmc
1,0.0546875
2,0.09375
3,0.140625
4,0.171875
5,0.1875
6,0.203125
7,0.2421875
8,0.2421875
9,0.2578125
10,0.2734375
11,0.28125
12,0.3046875
13,0.328125
14,0.3359375
15,0.34375
16,0.3515625
17,0.375
18,0.375
19,0.3828125
20,0.3984375
21,0.421875
22,0.4296875
23,0.453125
24,0.46875
25,0.4765625
26,0.4765625
27,0.4921875
28,0.5
29,0.5078125
30,0.5078125
31,0.515625
32,0.5234375
33,0.53125
34,0.53125
35,0.53125
36,0.5625
37,0.6015625
38,0.609375
39,0.6171875
40,0.6328125
41,0.6328125
42,0.6484375
43,0.65625
44,0.65625
45,0.671875
46,0.671875
47,0.7109375
48,0.7265625
49,0.7421875
50,0.7421875
