epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.0756,1.51135,1.71841,1.9938,1.58864,0.71812,0.16371,0.43429,0.19374,0.00106,0.02811,0.00058,9e-05,1.83603,16.8506,2.62211,1.71437,0.0672821,0.000330484,0.000330484
2,100.6,1.41174,1.37234,1.51607,1.52229,0.67865,0.60643,0.63003,0.34671,0.31118,0.28916,0.16077,0.0386,1.57739,1.81882,1.62868,1.50368,0.034282,0.000663811,0.000663811
3,150.257,1.3587,1.32026,1.42704,1.47741,0.69914,0.59438,0.62037,0.28965,0.34302,0.35341,0.19919,0.05485,1.7506,2.03428,1.66051,1.55257,0.00128201,0.000997112,0.000997112
4,199.478,1.30182,1.31725,1.34618,1.45045,0.77263,0.68273,0.68278,0.3746,0.56085,0.51803,0.39119,0.12066,1.52017,1.42033,1.45742,1.40046,0.000999912,0.000999912,0.000999912
5,247.862,1.24879,1.29872,1.27191,1.41323,0.71559,0.6467,0.64621,0.34909,0.58797,0.53298,0.43097,0.10022,1.67497,1.41148,1.65946,1.4475,0.000999844,0.000999844,0.000999844
6,297.269,1.23555,1.28073,1.25657,1.40728,0.85418,0.65868,0.71839,0.42933,0.71021,0.54133,0.48551,0.14563,1.51884,1.38049,1.4128,1.36883,0.000999756,0.000999756,0.000999756
7,346.725,1.16432,1.25985,1.1847,1.35789,0.78252,0.6506,0.67807,0.40592,0.66176,0.5502,0.48767,0.1498,1.34293,1.26515,1.34574,1.28367,0.000999648,0.000999648,0.000999648
8,395.01,1.15713,1.24768,1.14484,1.34797,0.79783,0.70683,0.74058,0.47874,0.68543,0.62249,0.57117,0.17384,1.28578,1.29473,1.20098,1.30023,0.000999521,0.000999521,0.000999521
9,444.673,1.09425,1.24932,1.1008,1.3219,0.80315,0.70281,0.7229,0.48093,0.69493,0.59839,0.54041,0.17974,1.22056,1.22011,1.13289,1.22191,0.000999375,0.000999375,0.000999375
10,493.512,1.09408,1.23303,1.09766,1.31651,0.85504,0.71068,0.74062,0.4907,0.69519,0.56225,0.4843,0.15236,1.32475,1.32084,1.1741,1.31157,0.000999209,0.000999209,0.000999209
11,542.016,1.04508,1.21661,1.05902,1.28548,0.77985,0.6988,0.73741,0.47256,0.66108,0.5743,0.5445,0.1649,1.32697,1.19681,1.24105,1.20983,0.000999023,0.000999023,0.000999023
12,591.634,1.03987,1.20298,1.0319,1.28404,0.82485,0.66667,0.74957,0.45116,0.65731,0.58233,0.52556,0.17571,1.27691,1.23165,1.21958,1.24064,0.000998818,0.000998818,0.000998818
13,639.866,1.02212,1.20847,1.02551,1.27273,0.78448,0.68675,0.72474,0.48097,0.68975,0.59438,0.5571,0.19395,1.26468,1.22549,1.24111,1.17886,0.000998594,0.000998594,0.000998594
14,688.839,0.98908,1.18371,0.99451,1.2574,0.8249,0.73788,0.75739,0.49864,0.70684,0.63052,0.55223,0.1595,1.21911,1.21804,1.18828,1.18441,0.00099835,0.00099835,0.00099835
15,737.995,0.98331,1.17535,0.9811,1.25753,0.75288,0.73494,0.76641,0.52242,0.646,0.63028,0.57957,0.18426,1.16076,1.20648,1.07308,1.15575,0.000998086,0.000998086,0.000998086
16,786.323,0.97428,1.18837,0.9631,1.24278,0.84359,0.71481,0.77647,0.52197,0.73445,0.60241,0.6102,0.20393,1.17917,1.18922,1.06173,1.15165,0.000997803,0.000997803,0.000997803
17,835.86,0.97187,1.18664,0.9429,1.23884,0.80187,0.72691,0.76875,0.53746,0.70244,0.59438,0.56131,0.18642,1.2031,1.27628,1.0822,1.12081,0.000997501,0.000997501,0.000997501
18,884.95,0.95963,1.168,0.95494,1.23408,0.79604,0.73494,0.77424,0.5289,0.77177,0.59839,0.62627,0.19612,1.16651,1.22917,1.05887,1.11071,0.000997179,0.000997179,0.000997179
19,933.089,0.94444,1.1595,0.92063,1.22508,0.81411,0.73092,0.7827,0.53346,0.67968,0.61044,0.53394,0.16705,1.17281,1.237,1.01445,1.12223,0.000996838,0.000996838,0.000996838
20,982.592,0.93623,1.16461,0.91862,1.22649,0.7978,0.70683,0.78246,0.54792,0.69618,0.59816,0.61172,0.19409,1.09269,1.2029,1.06285,1.0795,0.000996477,0.000996477,0.000996477
21,1031.5,0.92935,1.15432,0.9085,1.21922,0.78124,0.71713,0.7441,0.51611,0.68555,0.59839,0.57465,0.18568,1.24956,1.2617,1.05045,1.20087,0.000996097,0.000996097,0.000996097
22,1079.96,0.90613,1.16342,0.89344,1.20169,0.83846,0.73896,0.78738,0.56361,0.73915,0.6506,0.62266,0.20479,1.08437,1.19269,0.98191,1.07477,0.000995697,0.000995697,0.000995697
23,1130.04,0.91292,1.1478,0.8961,1.21248,0.82346,0.72289,0.76732,0.52132,0.75975,0.62231,0.60468,0.18623,1.20411,1.24162,1.16871,1.15459,0.000995278,0.000995278,0.000995278
24,1180.04,0.89936,1.14703,0.87782,1.20059,0.83421,0.72746,0.78058,0.53545,0.70832,0.63855,0.60374,0.19333,1.187,1.21795,0.99863,1.09035,0.00099484,0.00099484,0.00099484
25,1229.43,0.90081,1.14316,0.86573,1.1862,0.8683,0.70683,0.7811,0.56298,0.75413,0.61446,0.63768,0.21457,1.03653,1.15795,1.0064,1.04522,0.000994383,0.000994383,0.000994383
26,1278.43,0.88733,1.13618,0.84513,1.18693,0.82121,0.68273,0.78529,0.54283,0.7524,0.55422,0.60731,0.19027,1.0926,1.19395,1.0205,1.07628,0.000993906,0.000993906,0.000993906
27,1328.21,0.87931,1.14327,0.84795,1.18249,0.85855,0.70693,0.78717,0.57185,0.78315,0.59465,0.59614,0.20209,1.03395,1.20278,0.93102,1.07768,0.00099341,0.00099341,0.00099341
