epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.7124,1.37228,1.64079,1.69087,1.34196,0.73275,0.62651,0.64467,0.36036,0,0,0,0,1.39236,15.1315,1.52195,1.10741,0.0672821,0.000330484,0.000330484
2,84.4588,1.32376,1.33276,1.34086,1.30246,0.76913,0.6422,0.66353,0.37159,0.65804,0.56627,0.48502,0.12635,1.56523,1.3655,1.47492,1.18605,0.034282,0.000663811,0.000663811
3,125.47,1.27544,1.2855,1.30309,1.26784,0.46121,0.42629,0.42354,0.21199,0.44716,0.51807,0.41904,0.12107,1.80759,1.36657,1.9328,1.46183,0.00128201,0.000997112,0.000997112
4,165.376,1.26431,1.29147,1.25423,1.26417,0.7409,0.66608,0.66719,0.41965,0.62212,0.5743,0.48708,0.14513,1.43147,1.29956,1.34575,1.17237,0.000999912,0.000999912,0.000999912
5,205.317,1.21252,1.25849,1.19066,1.2417,0.69822,0.65973,0.65716,0.39559,0.64434,0.57028,0.48275,0.13813,1.45877,1.33634,1.28456,1.13229,0.000999844,0.000999844,0.000999844
6,246.066,1.20012,1.25992,1.18685,1.2336,0.7382,0.66667,0.67363,0.39038,0.64285,0.61446,0.50826,0.14766,1.48784,1.32303,1.35468,1.11508,0.000999756,0.000999756,0.000999756
7,286.898,1.12557,1.22334,1.11167,1.2079,0.80175,0.6659,0.70496,0.41494,0.73264,0.60241,0.58616,0.18849,1.42677,1.32591,1.19174,1.09359,0.000999648,0.000999648,0.000999648
8,327.012,1.09895,1.22305,1.07869,1.19303,0.78167,0.63855,0.68548,0.41269,0.69387,0.56627,0.57285,0.1718,1.3801,1.17603,1.33448,1.06721,0.000999521,0.000999521,0.000999521
9,367.912,1.08022,1.20125,1.04664,1.19027,0.79776,0.69478,0.70986,0.43259,0.7549,0.65559,0.62058,0.21949,1.30532,1.15566,1.10474,1.0462,0.000999375,0.000999375,0.000999375
10,407.696,1.06237,1.20111,1.03949,1.18664,0.83973,0.65863,0.7125,0.49513,0.7344,0.57831,0.53108,0.17406,1.17197,1.33078,1.02296,1.00423,0.000999209,0.000999209,0.000999209
11,448.875,1.02189,1.18519,1.01138,1.16866,0.7805,0.68675,0.71376,0.47235,0.70676,0.58635,0.53813,0.18101,1.25965,1.22516,1.15125,1.00285,0.000999023,0.000999023,0.000999023
12,490.22,1.01779,1.19236,0.98367,1.16048,0.84538,0.68675,0.72658,0.50274,0.74264,0.61847,0.58671,0.20791,1.16043,1.24539,1.10498,0.99777,0.000998818,0.000998818,0.000998818
13,531.082,1.00911,1.16834,0.97475,1.15235,0.83911,0.65462,0.71779,0.50716,0.81452,0.59963,0.62689,0.20205,1.07104,1.2115,1.0651,0.94062,0.000998594,0.000998594,0.000998594
14,571.455,0.96869,1.15211,0.94644,1.13181,0.8375,0.70376,0.74781,0.50258,0.74904,0.64257,0.59765,0.18972,1.14675,1.22698,0.98016,0.99262,0.00099835,0.00099835,0.00099835
15,611.116,0.98864,1.15329,0.95285,1.14476,0.85988,0.71084,0.74594,0.50308,0.81286,0.63855,0.65061,0.20629,1.14916,1.20217,1.05378,0.96027,0.000998086,0.000998086,0.000998086
16,651.723,0.97331,1.16447,0.92813,1.14092,0.81363,0.68378,0.71926,0.49258,0.75528,0.64257,0.63713,0.21078,1.11798,1.16653,1.01772,0.96737,0.000997803,0.000997803,0.000997803
17,693.223,0.96205,1.15546,0.91041,1.12761,0.81527,0.70897,0.74268,0.4877,0.74107,0.64369,0.61348,0.19359,1.20369,1.27474,1.04204,1.00502,0.000997501,0.000997501,0.000997501
18,734.229,0.95398,1.14736,0.90615,1.12843,0.80597,0.73896,0.72799,0.50496,0.75166,0.66856,0.63854,0.21321,1.17695,1.2296,1.05407,0.99279,0.000997179,0.000997179,0.000997179
19,774.877,0.95299,1.12755,0.90019,1.12556,0.80862,0.70281,0.72225,0.52052,0.73012,0.64104,0.58384,0.19129,1.09615,1.19903,1.02498,0.95077,0.000996838,0.000996838,0.000996838
20,815.315,0.92633,1.12848,0.90027,1.12873,0.87669,0.68273,0.76589,0.54101,0.83779,0.62225,0.6564,0.22988,1.11645,1.18102,1.01502,0.94065,0.000996477,0.000996477,0.000996477
21,855.761,0.92415,1.12408,0.89047,1.12299,0.84927,0.70683,0.76283,0.53627,0.76578,0.64338,0.62982,0.21584,1.07792,1.23408,1.01118,0.94175,0.000996097,0.000996097,0.000996097
