rank,cmc
1,0.0
2,0.015625
3,0.0234375
4,0.03125
5,0.0546875
6,0.078125
7,0.0859375
8,0.0859375
9,0.0859375
10,0.109375
11,0.125
12,0.140625
13,0.140625
14,0.140625
15,0.1640625
16,0.1875
17,0.1875
18,0.1953125
19,0.2109375
20,0.2265625
21,0.25
22,0.2734375
23,0.28125
24,0.2890625
25,0.3203125
26,0.328125
27,0.34375
28,0.359375
29,0.4140625
30,0.421875
31,0.4296875
32,0.4296875
33,0.4375
34,0.4375
35,0.453125
36,0.453125
37,0.453125
38,0.453125
39,0.453125
40,0.453125
41,0.4609375
42,0.46875
43,0.4765625
44,0.4921875
45,0.4921875
46,0.4921875
47,0.5
48,0.5
49,0.5078125
50,0.515625
