epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.8789,1.98408,2.04629,2.19224,1.71749,0.00509,0.04418,0.00115,0.00023,0,0,0,0,nan,nan,nan,nan,0.0705085,0.00327684,0.00327684
2,70.9166,1.93677,1.52557,1.84177,1.6822,0.00015,0.01606,7e-05,2e-05,0,0,0,0,nan,nan,nan,nan,0.0405084,0.0066101,0.0066101
3,105.901,1.85881,1.50325,1.7577,1.64444,0.00294,0.11647,0.00073,0.00023,0,0,0,0,4.422,162.849,inf,18.5326,0.0105081,0.00994311,0.00994311
4,140.943,1.72919,1.46432,1.63753,1.55418,0.18943,0.13253,0.07117,0.02707,0.08057,0.08835,0.01636,0.00269,2.94512,206.097,5.31496,3.39787,0.00999912,0.00999912,0.00999912
5,175.8,1.58313,1.37975,1.49483,1.45189,0.34298,0.32287,0.22181,0.10174,0.09521,0.09639,0.03,0.00675,2.49428,5.66229,3.06634,2.0511,0.00999844,0.00999844,0.00999844
6,211.562,1.49515,1.40087,1.41142,1.40839,0.67564,0.58233,0.56435,0.2717,0.67549,0.53012,0.4864,0.14564,1.97845,1.62569,1.72474,1.50225,0.00999756,0.00999756,0.00999756
7,248.986,1.42739,1.35254,1.36718,1.36199,0.58813,0.53414,0.5279,0.25305,0.48708,0.46185,0.37938,0.08059,1.88629,1.62987,1.88057,1.36641,0.00999648,0.00999648,0.00999648
8,285.108,1.39223,1.34885,1.32796,1.34383,0.72724,0.62249,0.60447,0.30044,0.65359,0.56072,0.47971,0.14295,1.83793,1.40174,2.0856,1.30966,0.00999521,0.00999521,0.00999521
9,320.981,1.33966,1.29439,1.29011,1.31761,0.68056,0.54618,0.56845,0.30867,0.5529,0.47181,0.38754,0.10244,1.74361,1.87469,1.63338,1.34805,0.00999375,0.00999375,0.00999375
10,357.776,1.3025,1.29645,1.24191,1.30234,0.80842,0.63454,0.65934,0.39542,0.74671,0.59438,0.5619,0.17475,1.54526,1.40912,1.39602,1.23311,0.00999209,0.00999209,0.00999209
11,393.527,1.2701,1.26731,1.2155,1.28972,0.79499,0.56067,0.62083,0.38501,0.63848,0.48193,0.44094,0.13441,1.55938,1.70735,1.51236,1.20435,0.00999023,0.00999023,0.00999023
12,429.159,1.23279,1.29352,1.16063,1.2664,0.67224,0.58483,0.55885,0.30409,0.57991,0.50451,0.42908,0.13426,1.71205,1.36059,1.61912,1.32953,0.00998818,0.00998818,0.00998818
13,464.575,1.24771,1.26689,1.1822,1.26979,0.72678,0.61446,0.61961,0.33854,0.64495,0.54217,0.49749,0.15483,1.80685,1.57625,1.58233,1.38175,0.00998594,0.00998594,0.00998594
14,500.319,1.22373,1.26257,1.16311,1.2515,0.82901,0.63855,0.70249,0.428,0.74666,0.60643,0.5622,0.18772,1.48433,1.28521,1.28163,1.12761,0.0099835,0.0099835,0.0099835
15,536.589,1.18905,1.23541,1.14143,1.25261,0.80088,0.6747,0.68883,0.43186,0.73891,0.62249,0.58723,0.18294,1.47156,1.31284,1.36819,1.10964,0.00998086,0.00998086,0.00998086
16,572.646,1.18513,1.25989,1.12152,1.23858,0.77205,0.5743,0.60686,0.32864,0.70014,0.50636,0.46707,0.14366,1.73867,1.50976,1.87303,1.27827,0.00997803,0.00997803,0.00997803
17,608.782,1.15239,1.23511,1.09125,1.23283,0.66633,0.56225,0.5424,0.28216,0.61233,0.49799,0.44365,0.12896,1.73161,1.55634,1.68902,1.36237,0.00997501,0.00997501,0.00997501
18,644.152,1.18955,1.23131,1.10583,1.23613,0.76801,0.64659,0.65623,0.39301,0.678,0.55812,0.50055,0.16344,1.56265,1.59031,1.30808,1.14843,0.00997179,0.00997179,0.00997179
19,679.386,1.13812,1.24724,1.08824,1.21735,0.83653,0.64659,0.70226,0.44259,0.66485,0.54618,0.4964,0.15126,1.41654,1.33763,1.31627,1.14982,0.00996838,0.00996838,0.00996838
20,715.018,1.09886,1.23909,1.04297,1.20682,0.82157,0.69076,0.73357,0.48311,0.7221,0.60241,0.56252,0.17584,1.29329,1.2777,1.23656,1.05249,0.00996477,0.00996477,0.00996477
21,751.419,1.09704,1.23705,1.02859,1.19264,0.76582,0.64352,0.64607,0.37316,0.71114,0.59438,0.55148,0.18,1.55784,1.40862,1.88325,1.18026,0.00996097,0.00996097,0.00996097
22,787.518,1.08154,1.21918,1.02698,1.19549,0.73317,0.65106,0.65831,0.41651,0.64348,0.57264,0.5373,0.17299,1.42899,1.35017,1.46848,1.16216,0.00995697,0.00995697,0.00995697
23,823.072,1.07917,1.21887,1.02126,1.18446,0.81465,0.67871,0.71123,0.44801,0.76403,0.58515,0.57872,0.1867,1.40864,1.36368,1.28647,1.08637,0.00995278,0.00995278,0.00995278
24,858.34,1.08594,1.22706,1.03749,1.1923,0.7986,0.60513,0.64999,0.37439,0.73221,0.55422,0.51354,0.17214,1.68857,1.35404,1.57098,1.22913,0.0099484,0.0099484,0.0099484
