epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,39.1539,2.08609,1.83245,2.15776,1.78339,0.10491,0.26506,0.05413,0.01602,0.07484,0.18876,0.0265,0.00509,3.59932,21.4839,10.6339,7.44727,0.0702564,0.00330484,0.00330484
2,77.6357,2.14876,1.5621,1.99619,1.86036,0.16877,0.14859,0.07558,0.01977,0.06816,0.04016,0.01159,0.00346,3.6048,5.02032,13.0333,3.76658,0.0402563,0.00663811,0.00663811
3,115.434,1.84947,1.47704,1.72218,1.62731,0.26194,0.36948,0.2346,0.09632,0.41136,0.32932,0.25948,0.05948,2.20321,1.5602,3.3644,1.85487,0.010256,0.00997112,0.00997112
4,152.885,1.71401,1.43431,1.59587,1.55027,0.48135,0.40255,0.34527,0.1302,0.33433,0.38153,0.25197,0.06304,2.28765,1.78821,2.80733,1.72795,0.00999912,0.00999912,0.00999912
5,190.549,1.62683,1.39753,1.50208,1.47738,0.71597,0.53815,0.58707,0.29632,0.5869,0.43373,0.42529,0.10829,1.79799,1.54447,1.74224,1.40416,0.00999844,0.00999844,0.00999844
6,228.203,1.56259,1.3675,1.45217,1.43943,0.64418,0.57028,0.5565,0.30248,0.51001,0.40965,0.29519,0.06524,1.99874,1.60999,1.63139,1.52022,0.00999756,0.00999756,0.00999756
7,261.545,1.43825,1.33321,1.33968,1.37469,0.7111,0.57831,0.58534,0.27101,0.66072,0.53815,0.45866,0.14687,1.93418,1.47846,1.57395,1.38369,0.00999648,0.00999648,0.00999648
8,281.595,1.42215,1.31986,1.30384,1.36541,0.6576,0.63855,0.61217,0.33437,0.56669,0.54099,0.4402,0.11896,1.61768,1.34342,1.37067,1.24851,0.00999521,0.00999521,0.00999521
9,318.291,1.35074,1.29378,1.27765,1.32986,0.51019,0.51004,0.46727,0.2525,0.49879,0.38153,0.33661,0.08555,1.91175,1.58934,1.78755,1.48132,0.00999375,0.00999375,0.00999375
10,355.31,1.33143,1.29237,1.24883,1.32347,0.52842,0.54451,0.46135,0.25693,0.43715,0.44578,0.31459,0.09406,1.79944,2.09905,1.76857,1.36709,0.00999209,0.00999209,0.00999209
11,391.222,1.30317,1.27962,1.21787,1.29614,0.80059,0.62249,0.65612,0.38035,0.74603,0.57831,0.56186,0.18181,1.48491,1.2641,1.33785,1.18405,0.00999023,0.00999023,0.00999023
12,427.846,1.28065,1.28384,1.19774,1.28293,0.72144,0.68273,0.64727,0.39592,0.62801,0.59839,0.4973,0.15647,1.55577,1.24756,1.34819,1.24774,0.00998818,0.00998818,0.00998818
13,465.225,1.24878,1.26654,1.16378,1.27778,0.79061,0.69755,0.70024,0.42451,0.75336,0.60108,0.56433,0.18527,1.51752,1.29934,1.26157,1.1678,0.00998594,0.00998594,0.00998594
14,502.439,1.19165,1.25189,1.13334,1.24526,0.78512,0.6506,0.65161,0.42409,0.68789,0.5842,0.51441,0.15396,1.34326,1.28189,1.25695,1.11926,0.0099835,0.0099835,0.0099835
15,538.945,1.18068,1.23557,1.1228,1.24536,0.77429,0.70261,0.68823,0.44616,0.67245,0.61847,0.54688,0.17318,1.34422,1.23075,1.20293,1.11367,0.00998086,0.00998086,0.00998086
16,576.06,1.18432,1.25333,1.10372,1.24131,0.84781,0.63855,0.683,0.43455,0.81616,0.61446,0.62327,0.20119,1.45434,1.42267,1.22878,1.1506,0.00997803,0.00997803,0.00997803
17,613.135,1.15203,1.24421,1.0945,1.21608,0.78067,0.71084,0.69437,0.43663,0.73767,0.62249,0.58452,0.19036,1.41477,1.23765,1.23915,1.15254,0.00997501,0.00997501,0.00997501
18,650.566,1.1716,1.23069,1.09337,1.22932,0.7907,0.68675,0.70728,0.43241,0.75517,0.65863,0.62506,0.20427,1.5626,1.2734,1.19306,1.198,0.00997179,0.00997179,0.00997179
19,687.36,1.14023,1.2165,1.07578,1.21309,0.82757,0.68675,0.69559,0.43883,0.70658,0.58635,0.50311,0.15862,1.37988,1.27462,1.17593,1.10279,0.00996838,0.00996838,0.00996838
20,724.426,1.13655,1.21528,1.07335,1.21614,0.8313,0.69076,0.6988,0.45242,0.81997,0.65849,0.63225,0.18948,1.38615,1.29757,1.21249,1.09405,0.00996477,0.00996477,0.00996477
