epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.0026,1.53269,1.71326,1.98226,1.60404,0.66008,0.48193,0.54961,0.22776,0.06582,0.05221,0.00924,0.00155,1.76776,14.1622,2.08209,1.77647,0.0672821,0.000330484,0.000330484
2,102.737,1.40625,1.34824,1.49048,1.52131,0.72378,0.61044,0.60978,0.31398,7e-05,0.00803,4e-05,1e-05,1.80903,3.70878,1.70288,1.71159,0.034282,0.000663811,0.000663811
3,151.567,1.35889,1.32184,1.42482,1.47061,0.71319,0.5992,0.60765,0.26357,0.5385,0.44578,0.36151,0.0902,1.82551,1.83103,1.74547,1.57659,0.00128201,0.000997112,0.000997112
4,201.495,1.32379,1.32768,1.374,1.46006,0.66124,0.66631,0.61748,0.31761,0.54933,0.51004,0.40667,0.104,1.63639,1.75453,1.56173,1.47575,0.000999912,0.000999912,0.000999912
5,248.938,1.25143,1.30517,1.28279,1.41005,0.65479,0.67034,0.62126,0.34961,0.60066,0.49398,0.3974,0.10252,1.47293,1.36846,1.44805,1.32029,0.000999844,0.000999844,0.000999844
6,282.329,1.20246,1.26747,1.24559,1.38682,0.68765,0.67068,0.65352,0.3884,0.62725,0.56627,0.53321,0.16074,1.49283,1.2803,1.51375,1.34632,0.000999756,0.000999756,0.000999756
7,331.979,1.1684,1.26154,1.18773,1.36202,0.81266,0.69076,0.74308,0.46921,0.66465,0.59036,0.54542,0.17838,1.35595,1.27243,1.31696,1.27577,0.000999648,0.000999648,0.000999648
8,380.917,1.12702,1.25192,1.12802,1.33642,0.7755,0.71084,0.73474,0.46932,0.65113,0.59964,0.52512,0.17189,1.32261,1.28527,1.21801,1.24481,0.000999521,0.000999521,0.000999521
9,430.696,1.09262,1.24527,1.08794,1.31282,0.78476,0.71888,0.72779,0.4845,0.68752,0.5743,0.52614,0.15721,1.25037,1.30413,1.14676,1.16595,0.000999375,0.000999375,0.000999375
10,480.265,1.06998,1.23257,1.07674,1.3042,0.78242,0.71486,0.73311,0.48599,0.67967,0.61446,0.56489,0.17417,1.24295,1.28667,1.1056,1.18827,0.000999209,0.000999209,0.000999209
11,528.756,1.04037,1.20237,1.05723,1.27637,0.82799,0.64659,0.70204,0.48292,0.73222,0.57105,0.55852,0.17752,1.23281,1.23327,1.24633,1.1524,0.000999023,0.000999023,0.000999023
12,578.409,1.04029,1.20716,1.0311,1.27657,0.80049,0.6747,0.74791,0.46039,0.71143,0.58233,0.57453,0.1817,1.29584,1.20932,1.14494,1.21477,0.000998818,0.000998818,0.000998818
13,627.602,1.01791,1.20432,1.01591,1.26931,0.75015,0.68273,0.72428,0.48221,0.678,0.59438,0.56132,0.17137,1.21379,1.27727,1.16476,1.13503,0.000998594,0.000998594,0.000998594
14,676.384,0.98709,1.17672,0.97903,1.25383,0.78552,0.70602,0.7432,0.50529,0.70117,0.63052,0.61177,0.18566,1.22707,1.28467,1.15644,1.13406,0.00099835,0.00099835,0.00099835
15,725.909,1.00471,1.1847,0.97763,1.26118,0.74826,0.70431,0.73178,0.49108,0.64681,0.59036,0.55776,0.17112,1.19073,1.27089,1.13446,1.15208,0.000998086,0.000998086,0.000998086
16,774.497,0.99327,1.19926,0.96471,1.25232,0.81628,0.65863,0.74071,0.49745,0.70324,0.56627,0.57539,0.19968,1.20655,1.20894,1.09798,1.15789,0.000997803,0.000997803,0.000997803
17,823.591,0.97363,1.17566,0.94395,1.23309,0.85363,0.67068,0.75205,0.50653,0.72666,0.58233,0.57455,0.1818,1.17803,1.23573,1.07527,1.16642,0.000997501,0.000997501,0.000997501
18,873.557,0.96681,1.1737,0.94603,1.23271,0.80004,0.707,0.76158,0.51049,0.77687,0.57028,0.60486,0.19422,1.21749,1.21349,1.04063,1.16761,0.000997179,0.000997179,0.000997179
19,922.198,0.96155,1.15808,0.93046,1.23927,0.86086,0.65863,0.76744,0.53663,0.74938,0.58842,0.58358,0.17967,1.16797,1.22426,1.07721,1.13496,0.000996838,0.000996838,0.000996838
20,971.571,0.93808,1.15125,0.92263,1.22531,0.81785,0.70683,0.77031,0.53976,0.70653,0.63855,0.61058,0.19313,1.13711,1.20521,1.04401,1.11181,0.000996477,0.000996477,0.000996477
