epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.0767,2.22204,1.87604,2.53379,2.14485,0.22914,0.14458,0.07047,0.02284,0,0,0,0,3.11115,20.4792,4.57217,6.91357,0.0702564,0.00330484,0.00330484
2,94.8576,2.20015,1.66425,2.21008,2.14053,0.14159,0.37958,0.09592,0.03077,0.05851,0.11245,0.01503,0.00245,2.57776,3.11922,3.75542,2.39064,0.0402563,0.00663811,0.00663811
3,148.143,2.02345,1.50424,2.09714,1.99454,0.18346,0.29687,0.11278,0.03415,0.1393,0.16466,0.09977,0.02164,2.66451,1.76098,5.50157,2.75386,0.010256,0.00997112,0.00997112
4,200.96,1.92066,1.49531,2.01062,1.91597,0.21946,0.39759,0.16499,0.04783,0.16978,0.36948,0.1169,0.02809,2.50027,1.85684,3.91224,2.09252,0.00999912,0.00999912,0.00999912
5,253.491,1.82067,1.42983,1.87865,1.82839,0.23435,0.41767,0.13519,0.04681,0.18957,0.36948,0.08384,0.02216,2.56807,1.63632,2.82135,2.16592,0.00999844,0.00999844,0.00999844
6,305.526,1.74882,1.40942,1.7908,1.7716,0.24032,0.2008,0.15832,0.07028,0.12296,0.10442,0.05625,0.01395,2.37833,2.83173,3.05872,2.08865,0.00999756,0.00999756,0.00999756
7,358.667,1.63225,1.36618,1.68612,1.6899,0.60952,0.59036,0.5681,0.25361,0.57642,0.46185,0.42551,0.11059,1.90261,1.38548,1.76314,1.71914,0.00999648,0.00999648,0.00999648
8,411.977,1.58114,1.35668,1.58045,1.63909,0.55566,0.60769,0.56657,0.27195,0.47142,0.5261,0.37491,0.10497,1.93352,1.38782,1.69197,1.68366,0.00999521,0.00999521,0.00999521
9,465.053,1.51345,1.33191,1.51809,1.60145,0.52609,0.28088,0.28153,0.11951,0.19752,0.05622,0.02859,0.00853,2.87453,3.54553,2.62531,2.54977,0.00999375,0.00999375,0.00999375
10,517.989,1.48247,1.32469,1.46666,1.57206,0.61565,0.62651,0.58151,0.30579,0.45506,0.48594,0.3295,0.09056,1.81492,1.34644,1.61164,1.57857,0.00999209,0.00999209,0.00999209
