epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.2953,2.19629,2.27984,2.68397,2.10611,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.0705085,0.00327684,0.00327684
2,93.2206,2.06059,1.54193,2.10406,2.01299,0.00084,0.19679,0.00072,0.00021,0,0,0,0,4.16577,53.8603,5.19659,41.5559,0.0405084,0.0066101,0.0066101
3,140.352,2.00312,1.56507,2.06634,2.01613,0.07983,0.07631,0.01254,0.00325,0,0,0,0,3.70537,36.745,124.418,9.40924,0.0105081,0.00994311,0.00994311
4,188.957,1.88584,1.52613,1.96065,1.91264,0.1738,0.08032,0.05204,0.01941,0.12577,0.08434,0.04343,0.00966,2.83371,1.97867,16.7248,2.69209,0.00999912,0.00999912,0.00999912
5,235.862,1.72939,1.43837,1.76915,1.76664,0.24085,0.32129,0.20311,0.06177,0.21649,0.26506,0.11797,0.02329,2.57451,1.57282,4.07601,2.25562,0.00999844,0.00999844,0.00999844
6,283.238,1.62908,1.41865,1.6578,1.68371,0.44854,0.50959,0.38341,0.16355,0.36992,0.40964,0.26121,0.07185,2.00755,1.48463,2.49563,1.81002,0.00999756,0.00999756,0.00999756
7,331.031,1.54206,1.37551,1.56301,1.6194,0.4751,0.53414,0.37723,0.1561,0.36101,0.43373,0.22896,0.05129,1.93092,1.88521,2.79344,1.70643,0.00999648,0.00999648,0.00999648
8,378.869,1.52722,1.36707,1.51132,1.59709,0.39084,0.28859,0.21302,0.08539,0.31345,0.18474,0.10936,0.02588,2.96338,2.06778,2.9216,2.65086,0.00999521,0.00999521,0.00999521
9,426.041,1.46404,1.32919,1.46041,1.55749,0.61437,0.58635,0.58283,0.2781,0.45752,0.55823,0.38515,0.10866,1.79295,1.49403,1.84653,1.59312,0.00999375,0.00999375,0.00999375
10,474.351,1.40076,1.3358,1.40525,1.51123,0.68269,0.50116,0.5389,0.23329,0.50249,0.43775,0.33838,0.11577,1.92985,1.76082,1.79691,1.66702,0.00999209,0.00999209,0.00999209
11,521.239,1.34322,1.3106,1.34723,1.47271,0.63642,0.63972,0.62828,0.35106,0.46448,0.53414,0.40077,0.11187,1.59669,1.34036,1.55995,1.48891,0.00999023,0.00999023,0.00999023
12,568.41,1.31327,1.28929,1.31718,1.45969,0.49316,0.61847,0.44627,0.21326,0.37242,0.41365,0.23352,0.06221,2.06318,1.74602,1.91835,1.79425,0.00998818,0.00998818,0.00998818
13,616.025,1.30381,1.29343,1.29751,1.45427,0.50017,0.68675,0.53789,0.29441,0.42483,0.54217,0.36077,0.08683,1.75076,1.47235,1.7442,1.54889,0.00998594,0.00998594,0.00998594
14,663.705,1.2992,1.29896,1.29358,1.43951,0.44129,0.43373,0.31044,0.10794,0.35849,0.31325,0.17753,0.04799,2.59437,2.92915,2.51226,2.28694,0.0099835,0.0099835,0.0099835
15,711.081,1.27352,1.27675,1.25928,1.43975,0.73167,0.69076,0.66469,0.38067,0.59468,0.56225,0.46447,0.14102,1.46811,1.29364,1.406,1.41325,0.00998086,0.00998086,0.00998086
16,758.706,1.23039,1.30766,1.24116,1.40723,0.77716,0.64257,0.67624,0.40506,0.70322,0.53414,0.51905,0.15865,1.50091,1.41794,1.42509,1.36688,0.00997803,0.00997803,0.00997803
17,806.099,1.21773,1.27104,1.20352,1.39708,0.71664,0.67036,0.66352,0.38079,0.58158,0.55264,0.45783,0.12093,1.52049,1.27515,1.65789,1.3522,0.00997501,0.00997501,0.00997501
18,853.858,1.21382,1.25179,1.2074,1.39694,0.74607,0.67068,0.67419,0.35568,0.6168,0.5502,0.44561,0.1537,1.5655,1.35871,1.39897,1.31707,0.00997179,0.00997179,0.00997179
19,901.232,1.19315,1.25728,1.20389,1.38864,0.77551,0.63821,0.68086,0.40587,0.64859,0.57028,0.49454,0.14173,1.50094,1.30913,1.43661,1.35193,0.00996838,0.00996838,0.00996838
20,948.264,1.16418,1.26898,1.1674,1.38353,0.74103,0.68273,0.71827,0.44396,0.68108,0.57831,0.51346,0.13351,1.41246,1.3174,1.31304,1.2911,0.00996477,0.00996477,0.00996477
21,995.897,1.13125,1.25091,1.14508,1.34861,0.76982,0.72289,0.69865,0.42546,0.62489,0.60212,0.47196,0.15576,1.38595,1.28964,1.31703,1.28469,0.00996097,0.00996097,0.00996097
22,1043.7,1.13211,1.25298,1.1468,1.36359,0.80083,0.63052,0.6607,0.37786,0.62846,0.49799,0.41437,0.12793,1.69457,1.83747,1.55804,1.45997,0.00995697,0.00995697,0.00995697
23,1090.94,1.11693,1.24488,1.11196,1.3441,0.80757,0.68273,0.70251,0.4671,0.68283,0.59658,0.52438,0.15558,1.25715,1.34068,1.31886,1.21729,0.00995278,0.00995278,0.00995278
24,1138.15,1.12012,1.24324,1.12109,1.35341,0.72356,0.66265,0.64544,0.38839,0.6416,0.53921,0.45658,0.14932,1.51234,1.34458,1.39088,1.39485,0.0099484,0.0099484,0.0099484
25,1186.12,1.10845,1.23833,1.13807,1.34112,0.82325,0.63598,0.69932,0.4554,0.70969,0.57028,0.53648,0.15773,1.36158,1.23475,1.46079,1.2884,0.00994383,0.00994383,0.00994383
26,1233.7,1.08193,1.21708,1.1003,1.32266,0.8201,0.714,0.73766,0.49703,0.69844,0.59839,0.52785,0.1807,1.30471,1.22458,1.21015,1.22887,0.00993906,0.00993906,0.00993906
27,1281.38,1.06528,1.2154,1.08945,1.31381,0.68615,0.71486,0.65085,0.40098,0.55267,0.53012,0.39329,0.10734,1.34236,1.33175,1.28839,1.273,0.0099341,0.0099341,0.0099341
28,1328.76,1.08187,1.2325,1.07071,1.31777,0.78256,0.68675,0.69851,0.45649,0.69009,0.59438,0.54115,0.17038,1.36021,1.25394,1.33621,1.25936,0.00992894,0.00992894,0.00992894
29,1376.02,1.05619,1.21554,1.0592,1.31049,0.84531,0.72691,0.73596,0.4975,0.7494,0.61044,0.5464,0.1694,1.26426,1.27947,1.14475,1.20424,0.00992359,0.00992359,0.00992359
30,1423.72,1.08725,1.22321,1.08301,1.32307,0.83666,0.71486,0.72065,0.46283,0.70645,0.58635,0.51182,0.16338,1.38326,1.33145,1.19308,1.23326,0.00991805,0.00991805,0.00991805
