epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,48.4497,1.54662,2.0711,2.30119,1.62134,0.02311,0.71084,0.3264,0.13092,0.01619,0.49799,0.07628,0.01703,2.18913,9.64786,3.2269,1.82432,0.0675593,0.000327684,0.000327684
2,95.8513,1.34239,1.33706,1.46147,1.46495,0.63658,0.54618,0.51968,0.2355,0,0,0,0,1.8144,13.5335,2.05548,1.66359,0.0345593,0.00066101,0.00066101
3,143.112,1.39918,1.33887,1.45607,1.49335,0.34401,0.33909,0.27326,0.10884,0.04156,0.06827,0.00565,0.00088,2.21301,2.42683,2.55247,2.33146,0.00155928,0.000994311,0.000994311
4,190.298,1.3951,1.33729,1.43025,1.49878,0.29841,0.39759,0.29779,0.15958,0.36377,0.3494,0.26478,0.06013,1.91912,2.16929,2.43541,1.75925,0.000999912,0.000999912,0.000999912
5,237.382,1.30108,1.30366,1.3144,1.44223,0.66023,0.59839,0.57767,0.28428,0.60133,0.51491,0.4432,0.13406,1.8522,1.40894,1.79772,1.58441,0.000999844,0.000999844,0.000999844
6,284.483,1.25023,1.31618,1.27335,1.40839,0.7599,0.67365,0.69328,0.40575,0.54128,0.44578,0.37011,0.10449,1.53792,1.49752,1.41564,1.36737,0.000999756,0.000999756,0.000999756
7,331.562,1.1799,1.28718,1.22635,1.37013,0.7773,0.66667,0.72652,0.44089,0.63784,0.54618,0.48803,0.14241,1.41409,1.55813,1.36085,1.29542,0.000999648,0.000999648,0.000999648
8,378.686,1.13493,1.25766,1.13696,1.34138,0.85552,0.67871,0.73492,0.42355,0.70009,0.5743,0.51258,0.16096,1.55553,1.37002,1.35786,1.33405,0.000999521,0.000999521,0.000999521
9,425.542,1.10756,1.2367,1.09775,1.31883,0.76894,0.65487,0.70084,0.42791,0.64917,0.5502,0.5078,0.16108,1.39559,1.31924,1.37194,1.29124,0.000999375,0.000999375,0.000999375
10,472.82,1.1133,1.23307,1.11125,1.31779,0.79377,0.62249,0.69605,0.4432,0.72895,0.57028,0.55328,0.16192,1.39625,1.34946,1.33441,1.27429,0.000999209,0.000999209,0.000999209
11,520.015,1.06099,1.21743,1.05429,1.28771,0.7964,0.7069,0.7331,0.47879,0.70861,0.59036,0.53789,0.15738,1.36967,1.38606,1.21901,1.20081,0.000999023,0.000999023,0.000999023
12,566.592,1.03695,1.20983,1.00865,1.27223,0.78394,0.66667,0.72226,0.45009,0.66134,0.53815,0.51071,0.17454,1.35842,1.28011,1.29974,1.25758,0.000998818,0.000998818,0.000998818
13,613.952,1.00963,1.19067,1.00211,1.26572,0.7752,0.64257,0.70371,0.46262,0.6486,0.54618,0.52993,0.1841,1.34623,1.26084,1.25417,1.24818,0.000998594,0.000998594,0.000998594
14,661.812,1.02468,1.20334,0.99626,1.26301,0.7075,0.69076,0.72717,0.48533,0.58486,0.51004,0.47522,0.14435,1.19609,1.31792,1.20405,1.16572,0.00099835,0.00099835,0.00099835
15,709.179,1.01654,1.17806,0.98743,1.25889,0.8263,0.73092,0.75602,0.49546,0.70496,0.59839,0.54171,0.1613,1.27184,1.31165,1.17354,1.18543,0.000998086,0.000998086,0.000998086
16,756.71,0.98755,1.20798,0.957,1.24025,0.83492,0.70281,0.7518,0.50737,0.71525,0.5851,0.56854,0.19059,1.17128,1.28302,1.19617,1.08725,0.000997803,0.000997803,0.000997803
17,804.216,0.97198,1.16687,0.93507,1.23815,0.818,0.71888,0.75491,0.49003,0.74569,0.62249,0.62492,0.19232,1.21299,1.29593,1.11127,1.15683,0.000997501,0.000997501,0.000997501
18,851.314,0.99927,1.16823,0.95351,1.25475,0.78042,0.68273,0.70807,0.46594,0.70182,0.61446,0.57116,0.17663,1.30462,1.31384,1.18892,1.19982,0.000997179,0.000997179,0.000997179
19,898.819,0.97015,1.18584,0.93725,1.2327,0.7985,0.71084,0.75978,0.50424,0.70368,0.55316,0.51623,0.16095,1.21583,1.33064,1.10006,1.17671,0.000996838,0.000996838,0.000996838
20,946.762,0.93599,1.17087,0.91468,1.22155,0.80085,0.71888,0.76888,0.53323,0.7461,0.61367,0.6194,0.19151,1.12377,1.27744,1.12789,1.1225,0.000996477,0.000996477,0.000996477
21,994.332,0.92462,1.15299,0.90565,1.21287,0.81536,0.69165,0.7611,0.51967,0.70591,0.61695,0.61671,0.19808,1.13333,1.3125,1.18379,1.08974,0.000996097,0.000996097,0.000996097
22,1042,0.9092,1.16178,0.88782,1.21318,0.77576,0.72691,0.76642,0.51916,0.69794,0.59438,0.60355,0.20109,1.1404,1.19285,1.09191,1.10378,0.000995697,0.000995697,0.000995697
23,1089.59,0.89946,1.1468,0.87933,1.19177,0.80094,0.751,0.77094,0.54679,0.70709,0.63987,0.6008,0.20081,1.1314,1.28912,1.05159,1.08945,0.000995278,0.000995278,0.000995278
24,1137.7,0.92567,1.1595,0.90901,1.20964,0.7775,0.71486,0.73789,0.51968,0.73273,0.5743,0.54001,0.18711,1.12899,1.27016,1.11899,1.08117,0.00099484,0.00099484,0.00099484
25,1185.61,0.90297,1.15899,0.8813,1.19148,0.79929,0.7357,0.78023,0.51765,0.67172,0.56225,0.49741,0.16579,1.12724,1.28984,1.05068,1.09747,0.000994383,0.000994383,0.000994383
26,1232.89,0.87236,1.1229,0.84294,1.18063,0.82324,0.75502,0.79608,0.5536,0.78083,0.60095,0.61406,0.1924,1.14035,1.28127,1.05416,1.0738,0.000993906,0.000993906,0.000993906
27,1280.4,0.88403,1.13432,0.84264,1.1805,0.80389,0.76305,0.78131,0.55219,0.79028,0.60536,0.62544,0.21129,1.07738,1.25836,0.98197,1.09131,0.00099341,0.00099341,0.00099341
28,1327.97,0.89904,1.13648,0.84101,1.18886,0.83607,0.6747,0.74029,0.50946,0.78807,0.56748,0.56406,0.18747,1.20144,1.29357,1.10778,1.13959,0.000992894,0.000992894,0.000992894
29,1374.77,0.87519,1.13926,0.83347,1.18437,0.8272,0.751,0.78845,0.56366,0.75304,0.62651,0.60477,0.19044,1.06561,1.25475,1.0024,1.07931,0.000992359,0.000992359,0.000992359
30,1418.99,0.88182,1.13814,0.83433,1.17472,0.84111,0.72283,0.77682,0.54744,0.74513,0.60643,0.59802,0.1929,1.08661,1.24852,1.03562,1.09104,0.000991805,0.000991805,0.000991805
31,1449.13,0.86245,1.1266,0.83826,1.1767,0.84673,0.70995,0.80892,0.5685,0.75314,0.61263,0.61075,0.20835,1.12427,1.25857,1.01811,1.0789,0.000991232,0.000991232,0.000991232
32,1495.54,0.86482,1.11405,0.82665,1.18825,0.76575,0.70683,0.77332,0.55009,0.67192,0.61688,0.61769,0.21967,1.06834,1.21967,1.05989,1.06091,0.00099064,0.00099064,0.00099064
33,1542.61,0.8657,1.15118,0.81922,1.17557,0.83217,0.73681,0.77878,0.55349,0.69781,0.61847,0.57329,0.18468,1.06862,1.28098,1.01415,1.07157,0.000990028,0.000990028,0.000990028
34,1589.93,0.8607,1.10208,0.82044,1.17101,0.85414,0.77606,0.80318,0.57928,0.75875,0.67068,0.6569,0.22062,1.02918,1.19909,0.97136,1.04659,0.000989398,0.000989398,0.000989398
35,1637.5,0.84315,1.10086,0.79072,1.16218,0.78797,0.76119,0.79556,0.54636,0.74997,0.60233,0.60442,0.20781,1.14967,1.27071,1.06283,1.10368,0.000988748,0.000988748,0.000988748
36,1685.1,0.83515,1.12622,0.79289,1.15428,0.86668,0.74699,0.8085,0.58014,0.75364,0.63887,0.62538,0.18318,1.04308,1.25719,0.95023,1.05514,0.000988079,0.000988079,0.000988079
37,1732.61,0.84016,1.11404,0.79558,1.16342,0.80742,0.74088,0.79605,0.56722,0.69539,0.62651,0.59986,0.20183,1.08682,1.24934,1.0044,1.05722,0.000987391,0.000987391,0.000987391
38,1780.41,0.83216,1.09797,0.78732,1.14517,0.80306,0.75332,0.77807,0.55534,0.76148,0.62249,0.61023,0.2051,1.01489,1.26408,1.006,1.03965,0.000986684,0.000986684,0.000986684
39,1827.98,0.8335,1.13396,0.79634,1.14834,0.80562,0.73494,0.77137,0.55376,0.78392,0.59839,0.62267,0.20693,1.02707,1.22229,1.01596,1.03007,0.000985958,0.000985958,0.000985958
40,1875.76,0.83219,1.09622,0.77222,1.14628,0.82032,0.73342,0.7691,0.57371,0.71735,0.64213,0.59153,0.18739,1.00331,1.26055,1.02314,1.00304,0.000985213,0.000985213,0.000985213
41,1923.73,0.81879,1.1158,0.77558,1.14828,0.83202,0.73494,0.78637,0.57545,0.74825,0.65863,0.64036,0.20662,1.09375,1.2285,0.94139,1.09633,0.000984449,0.000984449,0.000984449
42,1971.06,0.80682,1.0895,0.74772,1.12998,0.83163,0.73092,0.78658,0.57253,0.70581,0.66667,0.62211,0.20497,1.00847,1.24084,0.92578,1.0182,0.000983666,0.000983666,0.000983666
43,2018.32,0.82252,1.08121,0.74426,1.13986,0.80738,0.76707,0.76846,0.54823,0.75306,0.62462,0.57585,0.19722,1.01727,1.25786,0.99644,1.05359,0.000982864,0.000982864,0.000982864
44,2065.6,0.81353,1.09235,0.76169,1.14002,0.85576,0.71482,0.77474,0.57404,0.75804,0.61847,0.61183,0.18197,0.98255,1.30255,0.95015,1.01612,0.000982043,0.000982043,0.000982043
45,2112.92,0.81159,1.09873,0.75804,1.1325,0.80888,0.77108,0.788,0.57605,0.70356,0.67068,0.61572,0.20151,1.00687,1.20702,0.97952,1.01953,0.000981204,0.000981204,0.000981204
46,2160.45,0.80154,1.0655,0.74262,1.13264,0.82574,0.70281,0.78477,0.57156,0.76683,0.60241,0.61769,0.2048,1.01256,1.22287,0.95596,1.04205,0.000980345,0.000980345,0.000980345
47,2207.67,0.79133,1.07014,0.72868,1.13067,0.88346,0.70683,0.77988,0.57656,0.80334,0.61446,0.61565,0.2132,1.02529,1.23383,0.99493,1.03834,0.000979468,0.000979468,0.000979468
48,2254.9,0.78937,1.08278,0.72727,1.12339,0.84082,0.72129,0.78799,0.59254,0.76097,0.64257,0.64801,0.20806,0.95742,1.19251,0.89003,0.9891,0.000978572,0.000978572,0.000978572
49,2302.05,0.80674,1.09645,0.7433,1.13497,0.83399,0.74649,0.78069,0.57699,0.72537,0.64706,0.60347,0.20055,1.00744,1.28328,0.90933,1.05608,0.000977658,0.000977658,0.000977658
50,2349.15,0.78267,1.08603,0.71429,1.12948,0.8575,0.74297,0.7946,0.59171,0.75674,0.64965,0.63429,0.20604,0.96034,1.22732,0.93994,1.00893,0.000976725,0.000976725,0.000976725
51,2396.03,0.77787,1.05828,0.7123,1.11393,0.82925,0.72164,0.78056,0.57539,0.71939,0.61774,0.62151,0.20944,0.97852,1.19038,0.95232,1.00954,0.000975773,0.000975773,0.000975773
52,2442.76,0.78856,1.07554,0.708,1.11968,0.80128,0.76707,0.77675,0.5629,0.70732,0.66265,0.60939,0.20169,1.02428,1.27565,0.94136,1.02741,0.000974803,0.000974803,0.000974803
53,2490.05,0.76898,1.05022,0.71035,1.11509,0.83442,0.75904,0.80964,0.58893,0.73442,0.67871,0.67407,0.22139,0.98174,1.20369,0.92109,1.01647,0.000973814,0.000973814,0.000973814
54,2537.27,0.78238,1.04846,0.70715,1.11603,0.81403,0.76305,0.798,0.59945,0.77428,0.61847,0.62155,0.20722,0.98796,1.23571,0.89872,1.04251,0.000972806,0.000972806,0.000972806
55,2584.44,0.7827,1.08305,0.70616,1.12309,0.83473,0.73092,0.77786,0.58641,0.74298,0.6153,0.61114,0.20974,0.99626,1.22079,0.95255,1.01782,0.00097178,0.00097178,0.00097178
56,2631.51,0.78699,1.06497,0.7216,1.11579,0.86497,0.74699,0.8151,0.61008,0.79513,0.64659,0.65727,0.21882,0.97218,1.20486,0.89148,1.00161,0.000970736,0.000970736,0.000970736
57,2678.72,0.77183,1.07497,0.69455,1.10836,0.85504,0.74699,0.79514,0.5943,0.76936,0.66985,0.64508,0.21983,0.99907,1.17608,0.90457,1.04847,0.000969673,0.000969673,0.000969673
58,2725.69,0.76327,1.05055,0.67972,1.10086,0.85384,0.76305,0.80825,0.60591,0.75518,0.6747,0.63712,0.22965,0.96201,1.20754,0.90065,0.9836,0.000968592,0.000968592,0.000968592
59,2772.8,0.75636,1.06546,0.67807,1.1022,0.86038,0.74297,0.80899,0.60243,0.75499,0.64659,0.63299,0.21313,0.96774,1.21877,0.88919,1.02315,0.000967493,0.000967493,0.000967493
60,2820.03,0.76724,1.06232,0.68217,1.10524,0.87105,0.72691,0.79809,0.60798,0.80703,0.65506,0.67187,0.22967,0.95977,1.19868,0.85605,0.98936,0.000966375,0.000966375,0.000966375
61,2867.07,0.76938,1.04933,0.69408,1.10493,0.85783,0.7512,0.81577,0.60792,0.79291,0.65462,0.65411,0.2159,0.96703,1.23831,0.8875,1.02015,0.000965239,0.000965239,0.000965239
62,2914.03,0.75699,1.06372,0.6794,1.10306,0.84752,0.72691,0.78829,0.58407,0.77509,0.66434,0.65315,0.21633,0.95091,1.21822,0.93193,1.01486,0.000964085,0.000964085,0.000964085
63,2960.93,0.74789,1.05224,0.66231,1.08833,0.88311,0.75858,0.80376,0.61452,0.72986,0.64257,0.59715,0.20661,0.92828,1.24462,0.87716,0.97162,0.000962913,0.000962913,0.000962913
64,3008.26,0.74208,1.04066,0.6508,1.10354,0.81759,0.76305,0.78364,0.5961,0.70488,0.63308,0.6071,0.20018,0.96896,1.23404,0.87723,1.00061,0.000961723,0.000961723,0.000961723
65,3055.51,0.75434,1.04645,0.67146,1.10046,0.84687,0.71084,0.78746,0.59832,0.73569,0.60365,0.60927,0.20451,0.96546,1.25716,0.91709,0.99667,0.000960515,0.000960515,0.000960515
66,3103.38,0.74305,1.05284,0.65627,1.09658,0.85399,0.75168,0.80741,0.59325,0.74541,0.63855,0.64229,0.21412,0.99469,1.2398,0.92023,0.99186,0.000959289,0.000959289,0.000959289
67,3150.85,0.75975,1.05674,0.66997,1.10726,0.849,0.72256,0.78217,0.58339,0.73254,0.63052,0.59591,0.21294,1.03149,1.24269,0.93044,1.05504,0.000958044,0.000958044,0.000958044
