rank,cmc
1,0.015625
2,0.03125
3,0.0546875
4,0.0703125
5,0.0859375
6,0.0859375
7,0.1015625
8,0.1015625
9,0.1015625
10,0.1015625
11,0.1171875
12,0.1328125
13,0.15625
14,0.1796875
15,0.1796875
16,0.1953125
17,0.1953125
18,0.1953125
19,0.2109375
20,0.21875
21,0.21875
22,0.2421875
23,0.2578125
24,0.2578125
25,0.265625
26,0.265625
27,0.28125
28,0.28125
29,0.28125
30,0.28125
31,0.28125
32,0.2890625
33,0.2890625
34,0.296875
35,0.3203125
36,0.328125
37,0.34375
38,0.359375
39,0.3671875
40,0.3671875
41,0.375
42,0.375
43,0.375
44,0.390625
45,0.3984375
46,0.4375
47,0.453125
48,0.453125
49,0.4609375
50,0.4609375
