epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.4827,2.02448,1.81911,2.11658,1.74337,0.00599,0.14056,0.0019,0.00079,0,0,0,0,4.30639,1088.96,238.646,25.5554,0.0702564,0.00330484,0.00330484
2,42.9042,2.16835,1.56281,1.99361,1.86937,0.1061,0.10442,0.0371,0.01088,0.02899,0.01606,0.00249,0.00065,3.61358,2.98718,5.77239,3.12732,0.0402563,0.00663811,0.00663811
3,69.5902,1.92165,1.51091,1.78611,1.68613,0.38682,0.25301,0.25526,0.08935,0.28448,0.38554,0.24345,0.06515,2.48191,1.54093,6.09424,1.95655,0.010256,0.00997112,0.00997112
4,107.202,1.7493,1.45047,1.61465,1.56434,0.57795,0.54446,0.47498,0.19141,0.5812,0.51004,0.44545,0.1205,2.21226,1.58344,1.97223,1.58843,0.00999912,0.00999912,0.00999912
5,144.73,1.6375,1.40132,1.50286,1.47878,0.67,0.54217,0.5814,0.29884,0.69192,0.54217,0.53121,0.16012,1.95425,1.49173,1.73217,1.46247,0.00999844,0.00999844,0.00999844
6,182.188,1.58834,1.36657,1.47298,1.4527,0.67431,0.53815,0.55479,0.26597,0.47293,0.43373,0.3382,0.09147,1.99269,1.47663,1.76733,1.51887,0.00999756,0.00999756,0.00999756
7,219.298,1.46757,1.32961,1.3649,1.38908,0.75754,0.66265,0.66686,0.38156,0.71744,0.60241,0.54803,0.16652,1.61195,1.3538,1.55513,1.27732,0.00999648,0.00999648,0.00999648
8,255.832,1.458,1.32334,1.34849,1.3849,0.79275,0.58374,0.62448,0.356,0.67901,0.51406,0.47165,0.15435,1.73639,1.37735,1.36922,1.31729,0.00999521,0.00999521,0.00999521
9,293.253,1.38626,1.29369,1.28436,1.3436,0.73734,0.59036,0.61265,0.33039,0.63146,0.51406,0.43192,0.1293,1.74558,1.58983,1.42622,1.35304,0.00999375,0.00999375,0.00999375
10,330.173,1.33405,1.28022,1.2465,1.31832,0.63561,0.49398,0.46404,0.22929,0.6046,0.46988,0.41112,0.1228,1.9765,1.51862,1.78973,1.5189,0.00999209,0.00999209,0.00999209
11,367.376,1.30831,1.27553,1.23138,1.30486,0.71134,0.61446,0.61714,0.34954,0.7168,0.58233,0.53118,0.16538,1.64864,1.26012,1.43856,1.34779,0.00999023,0.00999023,0.00999023
12,404.703,1.26535,1.2847,1.19357,1.28846,0.79007,0.62249,0.67201,0.40672,0.7134,0.57028,0.54978,0.17258,1.51771,1.31656,1.28035,1.16183,0.00998818,0.00998818,0.00998818
13,442.176,1.24776,1.26352,1.17936,1.27645,0.75051,0.65863,0.66793,0.39623,0.64526,0.56627,0.50585,0.15789,1.48448,1.30065,1.32038,1.17757,0.00998594,0.00998594,0.00998594
14,479.822,1.21733,1.2556,1.15889,1.25728,0.79441,0.60643,0.66447,0.40858,0.73441,0.58233,0.55115,0.17317,1.51195,1.23161,1.29498,1.20007,0.0099835,0.0099835,0.0099835
15,517.338,1.20705,1.24226,1.14025,1.27273,0.77134,0.70281,0.68684,0.43427,0.71139,0.64346,0.5982,0.1884,1.39385,1.25783,1.22194,1.15053,0.00998086,0.00998086,0.00998086
16,554.855,1.19344,1.26949,1.12546,1.25383,0.83727,0.6747,0.70715,0.44769,0.78188,0.63052,0.60695,0.21066,1.4265,1.19759,1.19437,1.16308,0.00997803,0.00997803,0.00997803
17,592.377,1.18464,1.24378,1.09677,1.23846,0.79021,0.67068,0.69091,0.43021,0.68611,0.58233,0.53622,0.17523,1.40569,1.48809,1.22392,1.17262,0.00997501,0.00997501,0.00997501
18,629.989,1.17661,1.2395,1.11403,1.24477,0.82667,0.65863,0.69564,0.43846,0.77424,0.59223,0.57,0.18983,1.4315,1.29112,1.22133,1.1662,0.00997179,0.00997179,0.00997179
