rank,cmc
1,0.03125
2,0.03125
3,0.0625
4,0.0703125
5,0.1015625
6,0.109375
7,0.109375
8,0.125
9,0.1328125
10,0.1484375
11,0.1484375
12,0.1796875
13,0.2109375
14,0.2265625
15,0.25
16,0.2734375
17,0.296875
18,0.3515625
19,0.359375
20,0.375
21,0.3828125
22,0.3828125
23,0.40625
24,0.40625
25,0.4140625
26,0.4375
27,0.4453125
28,0.4609375
29,0.5
30,0.5
31,0.5234375
32,0.53125
33,0.546875
34,0.5546875
35,0.578125
36,0.59375
37,0.6015625
38,0.609375
39,0.6171875
40,0.625
41,0.6484375
42,0.65625
43,0.6796875
44,0.6953125
45,0.703125
46,0.7109375
47,0.7265625
48,0.734375
49,0.734375
50,0.734375
